LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Миахил Акулов,09.02.2020 в 16:55,1,Расскажу про контору N1 как они там считаются. зарегистрировался . завел сумму . поставил вторую ставку . написали пользователь не найдет . идите говорят в ппс пишите заявление .хотя ставка еще и проиграла и Вот мне за остатком в 600 р надо проехать пол города и подождать 30 дней. не советую эту Контору ! свой выигрышь можете не дождаться !! выбирать нужно более надежную БК
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Павел Гулюк,09.02.2020 в 14:07,1,"Конторка так себе, мутятся ребята. Вы закидываете бабки, делаете ставки и выигрываете, после этого БК блокирует ваш счет на 30 дней и крутит Ваши бабки ребята, а вы потом как лохи ждете свои деньги без учета инфляции, а она у нас бешенная.
Подумайте, прежде , чем закидывать свои кровные в БК лига ставок!!!"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Василий,09.02.2020 в 11:21,1.3,"Зарегился поиграл в плюс,порезали максы в лайве до 500р.Говорят за нарушения правил «честной игры».
Почитал эти самые правила и как оказалось действительно было нарушение-обход максимума путем повтора пари.Через 1мес.,3мес.,год просил восстановить максы ну типа раскаялся и все такое результат всегда-отказ!Да я в плюсе,но извините и прогнозы не плохо составляю,между прочим победил в конкурсе прогнозов за 9й тур текущего чемпионата…
Если вы в плюсе и не больны лудоманией играть вам Лига С.по всей видимости не позволит.Так вот далее редко редко ставил по копеечке применяя критерий келли,в итоге все максы 300р(прематч тоже).Вот это уже глупейшее действие т.к.за последние 10 пари только одно пари было больше 500 руб.
Не дадут продуманно играть,контора тратит кучу бабла на рекламу и ищет больных лудоманией и тому подобных.
Итог: жадненькая бк ниже среднего уровня,которая не даст хладнокровно и обдуманно играть.Оценка в целом 3,но поставлю не больше 2х."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Артем Бессонов,09.02.2020 в 11:18,1,"Не контора а помойка какая то, поставил пару ставок и получил блок счета. Сходил в ППС и ждать сказали месяц. Просто днище какой то. Если бы проигрывал то играл бы дальше, а как выигрываешь так сразу блок. Надеюсь на скорейшее прикрытие вашей лавочки. bessonluk@mail.ru мой логин."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Артур Абсалямов,09.02.2020 в 11:17,1,"Я Абсалямов Артур Денисович, прошел регистрацию и загрузил все необходимые фотографии для игры на сайте. Ставил ставки и пополнял счет 2 раза. Как только вышел в плюс, решил вывести деньги. Получил сообщение что в фотографиях обнаружено какое то несоответствие. Загрузил фотографии еще 2 раза, и 2 раза получил шаблонный ответ. Пишут далее: вам необходимо пройти полную идентификацию в клубе. У нас в городе Салават нет из клуба, поддержка твердит как попугай — только в клубе. Как быть? Идиотизм ситуации просто зашкаливает! Никогда не играйте в этой БК. Поддержка дно."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Денис Акманов,09.02.2020 в 11:16,1,"Контора плохая. Нет ну надо же, ходил в ППС регистрироваться, мою личность подтвердили, вот он я живой и красивый. Потом ставил себе ставил, то плюс то минус, и как-то раз не смог зайти на свой счет. Меня попросили сходить в ППС еще раз, да с детьми реже вижусь чем к вам в ППС хожу, что за бред. Еще заявление писать заставили, не вы адекватные вообще? Когда мне в следующий раз нужно в ППС идти? а я знаю, когда клапан придавит мощно, обязательно загляну, да так, что меня повесят на вашу доску почета!"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Вадим Обломов,09.02.2020 в 11:10,1,"Папаны, когда будете проходить мимо Лиги Ставок, то проходите мимо, можете еще смачно смаркнуться в их сторону. Наплевательское отношение к своим клиентам, когда за своим выигрышем вам придется еще побегать, терпя унижения каждый раз, когда перед вашими глазами возникает это зеленое мракобесие. Какая страна такие и букмекеры"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Миша Сокол,09.02.2020 в 11:09,1,"Ребята во прикол. После того как слил зарплату на этих ставках, Лига Ставок сделала то, что не смогла сделать моя бывшая жена — родила мне фрибет на 500 рубчиков. И что же вы думаете, он зашел!!! Я недолго радовался ведь Лига послала меня на…точнее еще хуже к себе в ППС писать заявление. Вы шо куку? Да я заяву на своего очтима даже не катал когда он мочил мою мамку, а тут такое дело. Короче не рекомендую эту шарашку не платит она"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Евгений Гайворонский,09.02.2020 в 11:07,1,"Здравствуйте, Почему лимит максимальной ставки 555 на всех событиях, как при таких ставках можно вообще, выиграть нормальные деньги? Еще месяц назад делал ставки и лимиты были сотни тысяч рублей, а сейчас что произошло?
Видимо совсем денег не стало в контору поступать, скоро наверное и с выплатами начнутся проблемы!
Не рекомендую"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Леня Черный,09.02.2020 в 10:57,1,"Што? Лига на первом месте в рейтинге да еще и с 5 звездами. Выколите мне глаза пожалуйста, короче Рейтинг Букмекеров, давайте я сейчас пойду спать а утром встану, чтобы этого безобразия не было, уберите пока никто не видел, а то народ же поверит и бегом в Лигу отдавать свои кровно заработанные в эту ЧЕРНУЮ ДЫРУ. И попробуйте только не опубликовать мой отзыв, напишу отзыв в РЕйтинге рейтингов букмекеров о вас. Лига — дно, Ферштейн?"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Александр Белый,09.02.2020 в 10:56,1,"Угадайте загадку, что выпадывает из собаки, когда она стоит в позе и опорожняет кишечник? Правильно, БК Лига Ставок. Все же вы знаете ребята, а откуда? Ах да судя по отзывам не я один такой, кто напоролся на возврат ставок, блок аккаунта и выплата не раньше месяца"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Денис Попов,09.02.2020 в 10:54,1,"Некогда моя любимая БК в моей связке Лига Ставок взяла курс против своих клиентов, и это очень печально. Вилковать становится невыгодно в этой конторе из-за того, что средства замораживаются на месяц, хотя вилок как и раньше море. Но вместо того чтобы поработать над линией, они закручивают гайки и я уже сталкивался с тем, что помимо нежелательных игроков под раздачу попадают даже папаны. То что вас одолели ботоводы, это ваши проблемы, это не должно касаться игроков и нормальных вилочников. А вы придумываете непонятные вещи. А что дальше Лига? Видеовериф и похищение баланса? Так и до 1хставки и Париматча недалеко, а ты же нормальная была. Дождешься, тогда в массы уйдет схема по послеголу, вот тогда тебе будет плохо родная, давай исправляйся"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Дима Денисов,09.02.2020 в 10:53,1,"С недавних пор хожу в Лигу Ставок только помочиться, ведь как букмекерская контора он умер для меня. А произошло это потому что Лига Ставок (RIP) забанила меня и не отдает денежку уже две недели, говорят что вообще 30 дней, а ожидаю денег своих вообще не увидеть."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,светлана демина,09.02.2020 в 10:52,1,"Здесь украдут ваши деньги,как только вы выйдите в +.Аккаунты блокируют,балансы не возвращают.Либо рассчитывают ставки с коэфом 1 и отдадут депозит.Уже по новостям было несколько репортажей про эту бк.Лучше бегите оттуда,пока есть возможность"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,мария панкина,09.02.2020 в 10:52,1,"Интересная система у конторы:делаю ставку на матч нхл в лайве,через несколько минут выкидывает из аккаунта и пишет пользователь не найден.Пробую другой браузер,смену пароля-не помогает.Продолжаю смотреть матч,в итоге ставка проигрывает.
И что вы думаете?Сразу же появляется доступ на аккаунт.Типа вносите депозит и делайте новую ставку.
Выигрыш=блок и отжимание денег.Проигрыш=возможность повторно сделать ставку.
Спасибо,пойду-ка я лучше на более адекватные бк поиграю"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Дикий,09.02.2020 в 10:51,4.3,"Отлично приложение все быстро работает, бонус в норме коф нормальный"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Мирослав Овсюков,09.02.2020 в 10:48,3.6,"Походу у многих после НГ начались проблемы с этой конторой?! До НГ постоянно ставил и проблем никаких не испытывал , в общем меня все устраивало до недавнего времени. После очередной ставки попытался зайти в свой аккаунт на следующий день и вижу надпись ПОЛЬЗОВАТЕЛЬ НЕ НАЙДЕН! Это как вообще?! Зашел почитал отзывы и вижу, что не у меня одного эта проблема произошла. Уважаемая Лига Ставок решайте пожалуйста вопрос быстрее. Заявление я написал, жду неделю и ничего."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Максим Агафонов,07.02.2020 в 10:24,2.7,"Обращался в тех.поддержку по поводу отмененного матча в пари №598836875549, в итоге два раза получил шаблонно «пари рассчитано». Не понимаю причины отмены матч в пари, так как на самом сайте в разделе результаты матч считается завершенным. Разве это адекватно, я вроде бы задал вопрос, а мне вообще не отвечают на него, а дают ту информацию, которая мне известна."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Елена Ерзикова,06.02.2020 в 16:06,1,"Это просто немыслимо, контора скатилась ужасно!
Делаешь ставки — тебе дают возврат и еще и уменьшают возможные суммы ставки!
Я вообще не понимаю как так можно делать и оставаться на лидирующем месте в рейтинге букмекеров!
Что вообще могло не понравиться уважаемой Лиге Ставок в моих ставках?!
Я сидела смотрела трансляцию и делала ставки, они зашли и, конечно же, их аннулировали.
Я считаю, что так поступать нечестно.
Конечно, платить игрокам по коэффициенту 6 — невыгодно для конторы.
Но ставки — это РИСК, при чем с обеих сторон.
Одним словом — я очень разочарована в этой конторе.
Пора, походу, возвращаться на 1Xставку или Bwin.
Я ставила:
#492241586937
#229845019735
#116860031546
Надеюсь на объяснения со стороны БК Лига Ставок!!!!!!!!!"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Анна Меше,06.02.2020 в 16:04,1,"Добрый день. Мой счет был заблокирован, пошла в ППС написала заявление. Прошло около 5 дней. Можно как-то ускорить процес рассмотрения или нужно ждать 30 дней? Моя почта — mesh****@mail.ru"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Артур,06.02.2020 в 14:35,1,"Играл себе, играл, на новогодние праздники вывел все средства для отдыха. После отпуска закинул 20к, а меня потом заблочили. При попытке войти в аккаунт пишет что такой пользователь не существует. При обращении в службу поддержки попросили подойти на точку и оставить заявление на восстановление аккаунт, но проблема в том что ближайший пункт в 300 км от меня. На что мне ответили что я могу отправить заявление по почте по такому то адресу, в такой то кабинет и ждать 30 дней. Ну это ли не дичь??? Как вернуть бабки? Печаль."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,аня ченке,06.02.2020 в 13:35,1,"Создала аккаунт,сходила в ппс и только потом зашла сюда отзывы почитать.Пожалуй ставить я здесь не буду,дабы не быть заблокированной с деньгами.Очень жаль,что лига так опустилась.Раньше много слышала про контору в плане надежности."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Hello World,06.02.2020 в 10:00,3.3,"Когда-то давно ставил в офисах данного букмекера, тогда все нормально было, как только перешел в интернет начались траблы с порезами чуть ли не после каждой выиграшной ставки, короче ушел с данного бк. Хотя в общем по кэфам и росписи меня все устраивало"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,сергей хозяин,06.02.2020 в 09:45,1,"заблокировали счет с 20 тыс руб.Причем ставок я не сделал.Прошел верификацию в ппс,сделал депозит.Пока выбирал исход меня выкинуло из аккаунта.Больше зайти не могу «пользователь не найден».
у меня таким же образом год назад 1хставка украли деньги.Думал лига более адекватная контора"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Али Алимжанов,06.02.2020 в 09:19,1.9,"1-н вопрос !
Когда ставишь в ппс и получаешь чек на руки , это дает гарантию на получение выигрыша ?"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,лИГАСТАВОК ВОЗВРАТНАЯ,05.02.2020 в 20:17,1,"494226664730
373150723440
307981811479
363681061320
Возврат пари, почему?
рассчитайте как люди а не …
НА ЦСКА УЖЕ НЕЛЬЗЯ ДАЖЕ ПОСТАВИТЬ КАПЕЦ, ждут до конца матча, потом возвращают пари если они выигрывают.
КФ 6 зашел.
Сколько ставили даже ошибки, никогда на проигрышь возврат не дадут, пишешь доказательства кидаешь"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Александр Авдеев,05.02.2020 в 19:49,1,"Доброго времени суток. Сегодня ставил на футбол на мою любимую команду «ЦСКА Москва» она победила, лига дала возврат суммы пари. Как это понимать??? Я уже праздновал победу, + 60 тыс. выигрыш для обычного работяги это большие деньги.
Купоны: #350490560996, #525225030133, #968622340674, #534143888045"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,рита камышова,05.02.2020 в 18:54,1,"сделала ставку на матч Номад — Торпедо УК.Моментальная блокировка счета.Видимо отзывы все про воровство денег правда.
Играть тут уже нельзя,лига пробила дно"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,юлия демина,05.02.2020 в 10:05,1,"после проигрыша ставки не смогла войти в аккаунт свой.Пишет пользователь не найден.На аккаунте денег нет,а блокируют.Подумали что ли что ставка сыграла и решили украсть деньги?"
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Андрей Федоров,04.02.2020 в 20:28,1.1,"Странная контора, завел деньги, решил немного поиграть по мелочи, чтобы познакомиться с конторой. Вдруг на ровном месте счет заблокировали. Приехал в клуб написал заявление, сказали как правило срок рассмотрения 1-3 дня, а служба поддержки вообще заявляет, что рассматривают в течение 30 дней. Есть конечно конторы где рассматривают по 60 дней, то есть букмекер не самый-самый плохой, но где-то около."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Юрий Климов,04.02.2020 в 18:01,1,"О, дорвался. Сделал ставки в середине января , победил , прилетела блокировка счета. Сходил в ппс , написал заявление Сегодня решил узнать статус , и каково было мое удивление ,когда я узнал что моего обращения нет. Классная компания. Сейчас я уехал из москвы и проживаю в омской области , до ближайшей лиги ставок 200 км. Почему я должен страдать если Ваши сотрудники имбицилы? Фото заявления есть. В поддержке говорят идти еще раз писать заявление. Разберитесь и откройте мне доступ."
LigaStavok,https://bookmaker-ratings.ru/review/obzor-bukmekerskoj-kontory-ligastavok/all-feedbacks/,Дмитрий Malware,04.02.2020 в 16:18,4,"Что народ так уж очень активно жалуется, как по мне так весьма нормальный букмекер. Да, у него есть проблемы, например, скорость вывода и расчета ставок, капец иногда долго все происходит. Но оп кэфам очень даже нормально. Роспись средняя, не хуэе и не лучше других популярных букмекеров. Техническая поддержка немного страдает формализмами, и не всегда быстро могут помочь, но в приницпе пойдет."
